,Date,V,H,V1,V2,V3,V4,H1,H2,H3,H4,VF,HF,OUOpen,OUClose,VSpreadOpen,HSpreadOpen,VSpreadClose,HSpreadClose,VMoney,HMoney,OU2H,VSpread2H,HSpread2H
536,2007-11-02,Orlando,Utah,26.0,23.0,31.0,35.0,31.0,26.0,28.0,34.0,115.0,119.0,212.0,212.0,6.5,-6.5,7.0,-7.0,250.0,-300.0,106.0,2.0,-2.0
537,2007-11-02,Milwaukee,Phoenix,31.0,37.0,18.0,28.0,29.0,32.0,35.0,26.0,114.0,122.0,214.0,216.0,13.5,-13.5,12.0,-12.0,800.0,-950.0,107.0,9.0,-9.0
538,2007-11-02,Indiana,Sacramento,29.0,36.0,21.0,25.0,21.0,32.0,27.0,25.0,111.0,105.0,207.0,208.0,2.5,-2.5,2.5,-2.5,112.0,-122.0,103.0,4.0,-4.0
539,2007-11-02,Dallas,LAClippers,21.0,26.0,24.0,24.0,29.0,22.0,24.0,19.0,95.0,94.0,186.5,185.0,-6.5,6.5,-5.5,5.5,-240.0,200.0,94.5,-6.0,6.0
540,2007-11-03,Portland,Toronto,24.0,23.0,22.0,24.0,25.0,24.0,14.0,30.0,109.0,116.0,188.5,183.5,4.0,-4.0,5.5,-5.5,200.0,-240.0,94.0,3.0,-3.0
541,2007-11-03,Chicago,Atlanta,22.0,27.0,17.0,18.0,38.0,31.0,11.0,25.0,84.0,105.0,188.5,187.5,5.0,-5.0,4.0,-4.0,155.0,-175.0,95.5,-3.5,3.5
542,2007-11-03,NewOrleans,Houston,26.0,20.0,12.0,29.0,18.0,21.0,24.0,19.0,87.0,82.0,185.5,186.0,2.5,-2.5,1.0,-1.0,100.0,-120.0,92.5,2.0,-2.0
543,2007-11-03,Detroit,NewYork,18.0,14.0,10.0,23.0,18.0,25.0,28.0,18.0,65.0,89.0,190.5,191.0,-8.0,8.0,-8.0,8.0,-400.0,330.0,93.0,-8.0,8.0
544,2007-11-03,Indiana,GoldenState,34.0,20.0,22.0,25.0,19.0,26.0,28.0,33.0,101.0,106.0,225.0,225.0,7.5,-7.5,9.5,-9.5,390.0,-470.0,109.5,10.0,-10.0
545,2007-11-03,Memphis,LALakers,29.0,22.0,19.0,29.0,31.0,30.0,19.0,20.0,99.0,100.0,220.5,218.5,12.5,-12.5,11.0,-11.0,610.0,-810.0,108.5,3.5,-3.5
546,2007-11-04,Denver,Charlotte,25.0,43.0,31.0,17.0,34.0,33.0,29.0,23.0,116.0,119.0,209.5,209.5,-4.5,4.5,-4.0,4.0,-190.0,160.0,103.0,-2.5,2.5
547,2007-11-04,Washington,Boston,18.0,17.0,24.0,29.0,18.0,19.0,26.0,20.0,88.0,83.0,183.5,184.5,12.5,-12.5,11.5,-11.5,800.0,-1200.0,96.0,6.5,-6.5
548,2007-11-04,Portland,Brooklyn,25.0,24.0,19.0,31.0,12.0,22.0,19.0,20.0,99.0,73.0,187.5,187.5,4.5,-4.5,4.5,-4.5,175.0,-205.0,98.0,6.0,-6.0
549,2007-11-04,Philadelphia,SanAntonio,24.0,22.0,19.0,17.0,27.0,25.0,12.0,25.0,82.0,89.0,187.5,185.5,12.0,-12.0,11.0,-11.0,650.0,-900.0,94.0,4.5,-4.5
550,2007-11-04,Milwaukee,Utah,22.0,26.0,24.0,15.0,24.0,25.0,22.0,27.0,87.0,98.0,210.5,209.0,9.5,-9.5,10.5,-10.5,525.0,-650.0,104.5,6.5,-6.5
551,2007-11-04,LALakers,Seattle,28.0,36.0,23.0,28.0,29.0,33.0,29.0,24.0,123.0,121.0,209.5,209.0,-8.0,8.0,-5.0,5.0,-215.0,185.0,105.5,-2.5,2.5
552,2007-11-04,Dallas,Sacramento,35.0,22.0,23.0,40.0,26.0,29.0,31.0,36.0,120.0,122.0,194.5,196.0,-6.0,6.0,-6.0,6.0,-265.0,225.0,99.5,-3.5,3.5
553,2007-11-05,Chicago,Orlando,27.0,25.0,10.0,26.0,24.0,33.0,32.0,13.0,88.0,102.0,198.5,201.5,7.0,-7.0,6.5,-6.5,230.0,-270.0,100.5,2.5,-2.5
554,2007-11-05,Denver,Atlanta,22.0,22.0,23.0,26.0,34.0,31.0,17.0,22.0,93.0,104.0,205.0,209.5,1.5,-1.5,3.0,-3.0,130.0,-150.0,101.5,-3.5,3.5
555,2007-11-05,Toronto,Detroit,18.0,32.0,15.0,24.0,20.0,31.0,26.0,26.0,89.0,103.0,181.0,183.5,9.5,-9.5,7.5,-7.5,290.0,-350.0,91.5,4.0,-4.0
556,2007-11-05,Washington,NewYork,14.0,27.0,31.0,21.0,30.0,21.0,26.0,28.0,93.0,105.0,191.5,189.0,-2.5,2.5,-1.0,1.0,-120.0,100.0,97.0,-3.0,3.0
557,2007-11-05,GoldenState,Minnesota,28.0,28.0,27.0,22.0,24.0,20.0,22.0,32.0,105.0,98.0,210.0,212.5,-7.5,7.5,-7.5,7.5,-355.0,295.0,102.0,0.5,-0.5
558,2007-11-05,Cleveland,Memphis,31.0,25.0,29.0,28.0,31.0,22.0,28.0,32.0,132.0,124.0,197.5,197.5,-2.0,2.0,-2.0,2.0,-130.0,110.0,99.5,-0.5,0.5
559,2007-11-05,Philadelphia,Houston,30.0,25.0,19.0,37.0,31.0,29.0,25.0,22.0,111.0,107.0,182.5,181.0,9.5,-9.5,9.0,-9.0,400.0,-500.0,91.5,4.0,-4.0
560,2007-11-05,Phoenix,LAClippers,27.0,21.0,17.0,25.0,28.0,21.0,25.0,23.0,90.0,97.0,206.5,208.0,-7.0,7.0,-7.5,7.5,-375.0,315.0,99.0,-6.0,6.0
561,2007-11-06,GoldenState,Indiana,29.0,26.0,38.0,24.0,18.0,33.0,28.0,46.0,117.0,125.0,224.0,221.0,1.0,-1.0,2.0,-2.0,110.0,-130.0,106.0,2.0,-2.0
562,2007-11-06,Chicago,Miami,34.0,24.0,35.0,33.0,23.0,30.0,26.0,17.0,126.0,96.0,189.5,188.5,3.5,-3.5,3.5,-3.5,145.0,-165.0,93.5,3.0,-3.0
563,2007-11-06,Orlando,Charlotte,26.0,30.0,19.0,18.0,20.0,21.0,34.0,24.0,93.0,99.0,206.5,206.5,-2.0,2.0,0.0,-0.0,-110.0,-110.0,101.5,3.5,-3.5
564,2007-11-06,Sacramento,Toronto,28.0,22.0,20.0,21.0,22.0,36.0,32.0,26.0,91.0,116.0,200.5,200.0,5.0,-5.0,5.0,-5.0,180.0,-210.0,99.5,0.5,-0.5
565,2007-11-06,Portland,Boston,19.0,26.0,24.0,21.0,19.0,24.0,31.0,26.0,90.0,100.0,181.5,180.0,8.5,-8.5,8.0,-8.0,300.0,-360.0,93.0,6.5,-6.5
566,2007-11-06,NewYork,Brooklyn,18.0,34.0,34.0,25.0,33.0,22.0,23.0,27.0,111.0,105.0,190.0,190.5,8.5,-8.5,7.0,-7.0,285.0,-335.0,97.5,3.5,-3.5
567,2007-11-06,Atlanta,Milwaukee,21.0,24.0,20.0,15.0,23.0,22.0,20.0,22.0,80.0,87.0,195.5,191.0,3.5,-3.5,4.0,-4.0,155.0,-175.0,98.0,2.5,-2.5
568,2007-11-06,Seattle,NewOrleans,18.0,28.0,29.0,17.0,30.0,35.0,30.0,28.0,92.0,123.0,192.5,199.0,11.0,-11.0,11.0,-11.0,600.0,-800.0,96.5,1.0,-1.0
569,2007-11-07,Cleveland,SanAntonio,19.0,31.0,23.0,17.0,26.0,17.0,22.0,23.0,90.0,88.0,183.5,180.5,8.5,-8.5,7.5,-7.5,290.0,-350.0,89.5,6.0,-6.0
570,2007-11-07,Utah,Denver,28.0,31.0,29.0,21.0,31.0,30.0,37.0,22.0,109.0,120.0,220.5,220.5,3.5,-3.5,3.0,-3.0,140.0,-160.0,114.0,1.0,-1.0
571,2007-11-07,Phoenix,LALakers,27.0,29.0,23.0,27.0,24.0,19.0,18.0,37.0,106.0,98.0,225.0,226.0,-1.0,1.0,-1.5,1.5,-125.0,105.0,108.0,3.0,-3.0
572,2007-11-08,Portland,Miami,22.0,28.0,19.0,29.0,16.0,25.0,35.0,15.0,98.0,91.0,191.0,191.5,-2.5,2.5,-3.5,3.5,-160.0,140.0,97.0,1.5,-1.5
573,2007-11-08,NewYork,Washington,32.0,25.0,23.0,18.0,28.0,33.0,31.0,19.0,98.0,111.0,193.0,196.0,8.5,-8.5,8.5,-8.5,355.0,-425.0,99.5,4.0,-4.0
574,2007-11-08,Atlanta,Toronto,22.0,17.0,21.0,18.0,27.0,17.0,23.0,22.0,78.0,89.0,187.0,187.5,6.5,-6.5,5.5,-5.5,195.0,-235.0,94.0,2.0,-2.0
575,2007-11-08,Philadelphia,Boston,29.0,28.0,16.0,16.0,29.0,25.0,24.0,38.0,89.0,116.0,183.0,185.5,12.5,-12.5,10.5,-10.5,595.0,-745.0,94.0,8.5,-8.5
576,2007-11-08,Charlotte,NewOrleans,25.0,15.0,22.0,22.0,26.0,33.0,31.0,22.0,84.0,112.0,193.0,195.0,9.5,-9.5,10.0,-10.0,445.0,-545.0,94.5,-0.0,0.0
577,2007-11-08,Seattle,Memphis,25.0,22.0,25.0,28.0,32.0,36.0,34.0,22.0,100.0,124.0,212.0,215.5,5.5,-5.5,5.5,-5.5,195.0,-235.0,105.5,-3.0,3.0
578,2007-11-08,Sacramento,Detroit,23.0,33.0,20.0,24.0,29.0,19.0,29.0,16.0,100.0,93.0,194.5,193.0,11.0,-11.0,9.5,-9.5,435.0,-535.0,95.0,9.5,-9.5
579,2007-11-08,LAClippers,Utah,23.0,22.0,26.0,17.0,34.0,25.0,29.0,18.0,88.0,106.0,197.0,198.5,11.5,-11.5,9.5,-9.5,470.0,-570.0,97.5,1.0,-1.0
580,2007-11-08,Minnesota,Phoenix,32.0,17.0,23.0,23.0,28.0,35.0,28.0,24.0,95.0,115.0,213.0,211.0,14.5,-14.5,13.5,-13.5,950.0,-1500.0,100.5,4.0,-4.0
581,2007-11-08,GoldenState,Chicago,28.0,22.0,34.0,35.0,29.0,29.0,26.0,27.0,119.0,111.0,210.0,213.0,-1.0,1.0,-2.0,2.0,-140.0,120.0,105.0,-3.5,3.5
582,2007-11-09,Sacramento,Indiana,27.0,21.0,30.0,32.0,22.0,20.0,27.0,35.0,110.0,104.0,212.5,213.5,5.0,-5.0,3.0,-3.0,125.0,-145.0,105.0,3.0,-3.0
583,2007-11-09,Portland,Orlando,18.0,24.0,22.0,30.0,26.0,24.0,21.0,30.0,94.0,101.0,196.5,193.5,5.0,-5.0,5.5,-5.5,200.0,-240.0,100.0,0.5,-0.5
584,2007-11-09,Memphis,Charlotte,22.0,19.0,26.0,20.0,28.0,18.0,34.0,25.0,87.0,105.0,207.5,208.0,4.5,-4.5,5.5,-5.5,210.0,-250.0,103.5,2.0,-2.0
585,2007-11-09,Toronto,Philadelphia,18.0,22.0,16.0,39.0,15.0,27.0,34.0,23.0,95.0,99.0,190.5,188.0,-1.5,1.5,-2.0,2.0,-130.0,110.0,92.5,-3.0,3.0
586,2007-11-09,NewYork,Miami,21.0,22.0,22.0,23.0,30.0,18.0,21.0,15.0,88.0,84.0,196.5,196.0,4.0,-4.0,4.5,-4.5,180.0,-210.0,96.0,1.5,-1.5
587,2007-11-09,SanAntonio,Houston,21.0,18.0,20.0,22.0,20.0,25.0,16.0,22.0,81.0,83.0,183.0,180.0,0.0,-0.0,1.0,-1.0,100.0,-120.0,89.5,-1.5,1.5
588,2007-11-09,GoldenState,Milwaukee,22.0,31.0,41.0,25.0,27.0,25.0,22.0,25.0,119.0,99.0,214.0,215.0,1.0,-1.0,2.0,-2.0,110.0,-130.0,108.0,2.0,-2.0
589,2007-11-09,Detroit,Chicago,22.0,19.0,26.0,14.0,20.0,30.0,21.0,26.0,81.0,97.0,185.5,186.5,-5.5,5.5,-7.0,7.0,-350.0,290.0,92.0,-7.0,7.0
590,2007-11-09,Seattle,Dallas,24.0,20.0,28.0,24.0,33.0,33.0,23.0,22.0,96.0,111.0,200.5,203.0,15.0,-15.0,14.5,-14.5,1100.0,-1800.0,99.5,2.0,-2.0
591,2007-11-09,Minnesota,Denver,31.0,29.0,30.0,18.0,34.0,26.0,27.0,24.0,108.0,111.0,211.0,210.5,13.5,-13.5,14.5,-14.5,1200.0,-2000.0,104.0,9.0,-9.0
592,2007-11-09,Brooklyn,LAClippers,19.0,26.0,27.0,29.0,21.0,21.0,29.0,30.0,107.0,120.0,186.0,186.5,-2.0,2.0,0.0,-0.0,-110.0,-110.0,97.0,0.5,-0.5
593,2007-01-20,Brooklyn,Phoenix,20.0,25.0,28.0,19.0,35.0,21.0,33.0,27.0,92.0,116.0,210.0,214.0,11.0,-11.0,10.5,-10.5,500.0,-625.0,108.5,2.5,-2.5
594,2007-12-01,SanAntonio,Charlotte,26.0,28.0,19.0,22.0,27.0,20.0,20.0,19.0,95.0,86.0,184.5,185.0,-6.0,6.0,-6.5,6.5,-275.0,235.0,94.5,-1.0,1.0
595,2007-12-01,Dallas,Washington,21.0,20.0,19.0,24.0,23.0,23.0,27.0,29.0,84.0,102.0,194.0,192.5,-3.0,3.0,-4.0,4.0,-190.0,160.0,98.0,-3.5,3.5
596,2007-12-01,Boston,NewYork,29.0,30.0,23.0,27.0,23.0,22.0,25.0,23.0,109.0,93.0,188.0,186.0,-8.5,8.5,-8.5,8.5,-400.0,330.0,93.0,-1.0,1.0
597,2007-12-01,Portland,Atlanta,18.0,36.0,23.0,23.0,27.0,23.0,26.0,24.0,111.0,109.0,183.5,182.5,1.0,-1.0,0.0,-0.0,-110.0,-110.0,94.0,1.0,-1.0
598,2007-12-01,Indiana,Philadelphia,32.0,31.0,27.0,20.0,19.0,30.0,30.0,24.0,110.0,103.0,204.5,203.0,3.0,-3.0,3.5,-3.5,145.0,-165.0,101.5,5.0,-5.0
599,2007-12-01,Seattle,Houston,24.0,28.0,16.0,21.0,22.0,31.0,24.0,19.0,89.0,96.0,194.5,196.5,12.5,-12.5,12.0,-12.0,700.0,-1000.0,97.5,7.0,-7.0
600,2007-12-01,Milwaukee,NewOrleans,24.0,30.0,15.0,23.0,17.0,33.0,26.0,30.0,92.0,106.0,194.5,192.0,9.0,-9.0,11.0,-11.0,525.0,-650.0,96.5,9.0,-9.0
601,2007-12-01,Utah,LAClippers,23.0,31.0,25.0,30.0,20.0,23.0,24.0,26.0,109.0,93.0,198.0,196.5,-4.0,4.0,-2.5,2.5,-140.0,120.0,99.0,2.0,-2.0
602,2007-12-01,Minnesota,GoldenState,33.0,16.0,36.0,24.0,23.0,29.0,28.0,28.0,109.0,108.0,214.5,213.5,13.5,-13.5,11.0,-11.0,700.0,-1000.0,104.0,6.0,-6.0
603,2007-12-01,Chicago,Memphis,17.0,18.0,27.0,28.0,22.0,26.0,26.0,30.0,90.0,104.0,205.0,205.5,1.5,-1.5,1.5,-1.5,105.0,-125.0,100.5,-3.0,3.0
604,2007-12-01,Detroit,Orlando,30.0,19.0,29.0,22.0,26.0,29.0,25.0,22.0,100.0,102.0,191.5,192.0,-3.0,3.0,-2.5,2.5,-145.0,125.0,95.0,-2.5,2.5
605,2007-12-01,Cleveland,Miami,27.0,22.0,23.0,25.0,28.0,24.0,18.0,20.0,97.0,90.0,187.5,187.5,-4.0,4.0,-3.0,3.0,-155.0,135.0,94.0,-4.0,4.0
606,2007-12-01,Denver,LALakers,29.0,28.0,25.0,17.0,39.0,28.0,24.0,25.0,99.0,116.0,223.5,225.0,4.5,-4.5,2.5,-2.5,125.0,-145.0,108.0,-1.0,1.0
607,2007-12-02,Phoenix,Milwaukee,30.0,24.0,23.0,37.0,24.0,38.0,21.0,22.0,114.0,105.0,215.5,214.0,-8.0,8.0,-8.5,8.5,-400.0,330.0,104.5,-9.0,9.0
608,2007-12-02,Brooklyn,Sacramento,25.0,22.0,26.0,21.0,36.0,28.0,33.0,31.0,94.0,128.0,199.5,202.0,5.5,-5.5,5.5,-5.5,210.0,-250.0,103.5,-2.5,2.5
609,2007-12-03,Detroit,Philadelphia,25.0,25.0,20.0,16.0,23.0,18.0,22.0,15.0,86.0,78.0,187.0,185.5,-6.0,6.0,-7.5,7.5,-315.0,265.0,92.0,-0.5,0.5
610,2007-12-03,Dallas,Charlotte,30.0,27.0,23.0,22.0,17.0,32.0,19.0,27.0,102.0,95.0,189.5,193.0,-7.0,7.0,-6.0,6.0,-270.0,230.0,98.0,-0.5,0.5
611,2007-12-03,Washington,Cleveland,26.0,20.0,17.0,22.0,34.0,18.0,43.0,26.0,85.0,121.0,186.0,188.0,5.0,-5.0,4.5,-4.5,170.0,-200.0,99.0,0.5,-0.5
612,2007-12-03,Toronto,Boston,28.0,29.0,27.0,30.0,29.0,26.0,36.0,21.0,114.0,112.0,184.5,186.0,9.0,-9.0,8.0,-8.0,330.0,-400.0,94.0,6.0,-6.0
613,2007-12-03,Orlando,Memphis,27.0,31.0,28.0,26.0,28.0,20.0,24.0,13.0,112.0,85.0,212.0,214.5,-3.0,3.0,-3.5,3.5,-170.0,150.0,107.0,1.0,-1.0
614,2007-12-03,Portland,NewOrleans,26.0,18.0,15.0,22.0,20.0,28.0,22.0,26.0,81.0,96.0,189.5,189.0,6.0,-6.0,7.5,-7.5,275.0,-325.0,96.5,3.5,-3.5
615,2007-12-03,Phoenix,Minnesota,27.0,23.0,25.0,32.0,32.0,33.0,23.0,29.0,107.0,117.0,213.0,214.0,-8.5,8.5,-8.5,8.5,-400.0,330.0,102.0,-8.5,8.5
616,2007-12-03,Indiana,Chicago,24.0,19.0,30.0,22.0,27.0,30.0,22.0,29.0,95.0,108.0,207.5,203.0,3.5,-3.5,4.5,-4.5,170.0,-200.0,98.5,-1.5,1.5
617,2007-12-03,LALakers,SanAntonio,27.0,27.0,12.0,25.0,23.0,22.0,31.0,27.0,91.0,103.0,198.5,196.0,6.5,-6.5,8.0,-8.0,330.0,-400.0,97.5,7.5,-7.5
618,2007-12-03,Atlanta,Denver,17.0,25.0,28.0,30.0,29.0,23.0,26.0,29.0,100.0,107.0,203.0,201.0,5.0,-5.0,5.5,-5.5,195.0,-235.0,98.5,0.5,-0.5
619,2007-12-03,Houston,Seattle,24.0,26.0,28.0,31.0,25.0,34.0,24.0,24.0,109.0,107.0,192.5,195.0,-5.5,5.5,-6.0,6.0,-265.0,225.0,97.0,-6.5,6.5
620,2007-12-03,Sacramento,LAClippers,19.0,30.0,15.0,21.0,22.0,28.0,26.0,35.0,85.0,111.0,199.0,199.5,0.0,-0.0,-2.5,2.5,-140.0,120.0,99.0,-2.5,2.5
621,2007-12-04,SanAntonio,Miami,24.0,21.0,20.0,25.0,28.0,18.0,26.0,17.0,90.0,89.0,184.5,184.5,-8.0,8.0,-9.5,9.5,-555.0,455.0,91.5,-7.0,7.0
622,2007-12-04,Indiana,Milwaukee,32.0,18.0,23.0,19.0,32.0,20.0,22.0,30.0,92.0,104.0,210.5,209.0,5.0,-5.0,5.0,-5.0,190.0,-230.0,104.5,3.0,-3.0
623,2007-12-04,Brooklyn,GoldenState,26.0,26.0,38.0,29.0,33.0,20.0,29.0,39.0,119.0,121.0,214.5,217.0,9.0,-9.0,10.0,-10.0,450.0,-550.0,112.5,6.0,-6.0
624,2007-12-05,Phoenix,Cleveland,29.0,27.0,31.0,23.0,34.0,35.0,21.0,18.0,110.0,108.0,212.5,211.5,-2.5,2.5,-1.0,1.0,-120.0,100.0,100.5,-3.0,3.0
625,2007-12-05,Memphis,Washington,9.0,29.0,33.0,22.0,30.0,29.0,25.0,20.0,93.0,104.0,204.5,207.0,8.5,-8.5,9.0,-9.0,390.0,-470.0,103.0,-1.0,1.0
626,2007-12-05,Milwaukee,Toronto,20.0,22.0,11.0,22.0,23.0,24.0,32.0,27.0,75.0,106.0,197.0,195.5,9.5,-9.5,10.5,-10.5,525.0,-650.0,97.5,5.0,-5.0
627,2007-12-05,Philadelphia,NewYork,23.0,23.0,20.0,15.0,28.0,22.0,22.0,17.0,81.0,89.0,192.5,195.0,2.0,-2.0,2.5,-2.5,125.0,-145.0,96.5,-0.5,0.5
628,2007-12-05,Minnesota,Boston,30.0,17.0,21.0,18.0,29.0,21.0,17.0,20.0,86.0,87.0,192.5,191.0,14.0,-14.0,14.0,-14.0,1050.0,-1700.0,94.5,8.0,-8.0
629,2007-12-05,Orlando,Detroit,18.0,31.0,25.0,19.0,39.0,29.0,19.0,14.0,93.0,101.0,192.0,193.0,7.5,-7.5,7.0,-7.0,275.0,-325.0,94.5,-1.5,1.5
630,2007-12-05,LAClippers,NewOrleans,22.0,15.0,26.0,29.0,28.0,22.0,31.0,30.0,92.0,111.0,189.0,190.0,11.0,-11.0,9.5,-9.5,465.0,-565.0,91.0,2.0,-2.0
631,2007-12-05,LALakers,Dallas,31.0,24.0,19.0,31.0,28.0,28.0,35.0,21.0,105.0,112.0,206.0,205.0,7.0,-7.0,7.0,-7.0,255.0,-305.0,104.0,4.0,-4.0
632,2007-12-05,Charlotte,Chicago,20.0,25.0,21.0,24.0,14.0,20.0,25.0,18.0,90.0,77.0,188.0,190.0,1.5,-1.5,3.5,-3.5,145.0,-165.0,93.5,4.5,-4.5
633,2007-12-05,Brooklyn,Denver,11.0,20.0,36.0,18.0,19.0,28.0,26.0,27.0,85.0,100.0,209.5,209.0,7.5,-7.5,9.0,-9.0,355.0,-425.0,105.5,0.5,-0.5
634,2007-12-05,Sacramento,Utah,23.0,29.0,35.0,26.0,26.0,32.0,37.0,32.0,113.0,127.0,213.5,214.5,8.0,-8.0,8.5,-8.5,340.0,-410.0,107.0,3.0,-3.0
635,2007-12-05,Houston,Portland,16.0,26.0,20.0,27.0,23.0,27.0,12.0,17.0,89.0,79.0,184.5,184.5,2.0,-2.0,2.0,-2.0,110.0,-130.0,94.0,-2.0,2.0
636,2007-12-05,Atlanta,Seattle,23.0,29.0,26.0,21.0,14.0,17.0,28.0,31.0,99.0,90.0,198.5,199.5,-1.5,1.5,-3.5,3.5,-170.0,150.0,100.0,3.5,-3.5
637,2007-12-06,Indiana,Miami,28.0,29.0,20.0,19.0,23.0,25.0,29.0,21.0,96.0,98.0,202.0,202.0,-1.0,1.0,1.0,-1.0,100.0,-120.0,99.0,3.0,-3.0
638,2007-12-06,Philadelphia,Charlotte,20.0,27.0,33.0,23.0,27.0,28.0,16.0,25.0,103.0,96.0,190.5,188.0,4.5,-4.5,6.0,-6.0,215.0,-255.0,94.0,0.5,-0.5
639,2007-12-06,LAClippers,Memphis,28.0,31.0,23.0,26.0,36.0,25.0,29.0,18.0,120.0,125.0,201.0,201.5,4.0,-4.0,3.0,-3.0,140.0,-160.0,100.0,0.5,-0.5
640,2007-12-06,NewOrleans,SanAntonio,28.0,14.0,30.0,30.0,27.0,16.0,21.0,14.0,102.0,78.0,185.5,183.5,6.0,-6.0,6.0,-6.0,215.0,-255.0,91.5,3.0,-3.0
641,2007-12-07,Phoenix,Chicago,20.0,26.0,22.0,20.0,15.0,27.0,22.0,13.0,88.0,77.0,209.5,208.5,-6.0,6.0,-7.5,7.5,-370.0,310.0,100.5,-3.5,3.5
642,2007-12-07,Cleveland,LALakers,24.0,25.0,20.0,29.0,26.0,14.0,31.0,24.0,98.0,95.0,204.0,203.0,5.0,-5.0,4.0,-4.0,160.0,-190.0,101.0,5.0,-5.0
643,2007-12-07,Boston,Orlando,23.0,23.0,19.0,28.0,19.0,24.0,32.0,21.0,93.0,96.0,195.0,191.5,-3.0,3.0,2.5,-2.5,120.0,-140.0,95.0,4.0,-4.0
644,2007-12-07,Washington,Milwaukee,17.0,20.0,29.0,24.0,15.0,25.0,26.0,24.0,102.0,105.0,193.0,192.0,-1.5,1.5,-3.0,3.0,-150.0,130.0,99.5,-4.0,4.0
645,2007-12-07,Atlanta,Portland,29.0,23.0,21.0,20.0,19.0,18.0,26.0,31.0,93.0,94.0,183.0,183.0,6.0,-6.0,6.0,-6.0,220.0,-260.0,94.0,7.0,-7.0
646,2007-12-07,Denver,Dallas,15.0,19.0,20.0,31.0,24.0,21.0,15.0,30.0,85.0,90.0,209.0,209.0,9.5,-9.5,10.5,-10.5,475.0,-600.0,99.5,2.5,-2.5
647,2007-12-07,Brooklyn,Minnesota,26.0,22.0,26.0,21.0,22.0,16.0,26.0,34.0,95.0,98.0,192.5,192.5,0.0,-0.0,-1.5,1.5,-125.0,105.0,100.5,2.0,-2.0
648,2007-12-07,Utah,Houston,19.0,22.0,19.0,37.0,16.0,19.0,24.0,30.0,97.0,89.0,197.0,196.0,2.5,-2.5,0.0,-0.0,-115.0,-105.0,100.0,1.5,-1.5
649,2007-12-07,Sacramento,Seattle,25.0,29.0,20.0,29.0,18.0,30.0,25.0,28.0,103.0,101.0,212.5,215.0,-3.5,3.5,-5.5,5.5,-250.0,210.0,107.0,-1.0,1.0
650,2007-12-07,NewYork,GoldenState,20.0,32.0,27.0,25.0,29.0,18.0,29.0,30.0,104.0,106.0,216.0,218.5,10.5,-10.5,10.0,-10.0,410.0,-510.0,108.0,9.0,-9.0
651,2007-12-08,Denver,NewOrleans,22.0,18.0,28.0,25.0,33.0,30.0,24.0,30.0,93.0,117.0,206.0,204.5,8.0,-8.0,10.0,-10.0,400.0,-500.0,96.5,-1.5,1.5
652,2007-12-08,Dallas,Memphis,33.0,28.0,23.0,19.0,19.0,25.0,19.0,21.0,103.0,84.0,207.0,201.0,-7.0,7.0,-5.5,5.5,-230.0,190.0,100.0,2.0,-2.0
653,2007-12-08,SanAntonio,Utah,19.0,26.0,21.0,25.0,28.0,27.0,21.0,21.0,91.0,97.0,196.0,193.5,1.5,-1.5,3.0,-3.0,130.0,-150.0,96.0,-2.0,2.0
654,2007-12-08,Charlotte,LAClippers,29.0,30.0,24.0,24.0,22.0,27.0,22.0,29.0,107.0,100.0,190.0,189.0,2.5,-2.5,1.5,-1.5,115.0,-135.0,96.5,2.5,-2.5
655,2007-12-09,Detroit,Indiana,23.0,36.0,24.0,27.0,32.0,25.0,21.0,26.0,110.0,104.0,194.0,194.5,-8.5,8.5,-7.0,7.0,-330.0,280.0,98.0,-4.0,4.0
656,2007-12-09,Toronto,Washington,20.0,30.0,15.0,30.0,23.0,23.0,25.0,24.0,104.0,108.0,192.5,190.0,2.5,-2.5,-3.0,3.0,-155.0,135.0,96.5,-1.0,1.0
657,2007-12-09,Boston,Miami,31.0,33.0,30.0,23.0,14.0,28.0,19.0,26.0,117.0,87.0,183.0,182.0,-7.0,7.0,-4.0,4.0,-190.0,160.0,91.0,3.0,-3.0
658,2007-12-09,Milwaukee,Brooklyn,22.0,13.0,19.0,26.0,20.0,20.0,21.0,26.0,80.0,87.0,191.5,188.5,7.0,-7.0,6.0,-6.0,225.0,-265.0,95.0,2.5,-2.5
659,2007-12-09,Minnesota,Chicago,15.0,22.0,25.0,23.0,21.0,22.0,28.0,25.0,85.0,96.0,188.0,188.0,2.5,-2.5,4.0,-4.0,155.0,-175.0,94.5,0.0,-0.0
660,2007-12-09,GoldenState,Houston,18.0,28.0,26.0,35.0,33.0,27.0,23.0,28.0,107.0,111.0,203.0,206.0,4.5,-4.5,2.5,-2.5,125.0,-145.0,101.0,-3.0,3.0
661,2007-12-09,Atlanta,Phoenix,17.0,16.0,33.0,26.0,28.0,24.0,38.0,35.0,92.0,125.0,207.5,210.5,9.5,-9.5,10.0,-10.0,480.0,-605.0,100.0,0.5,-0.5
662,2007-12-09,SanAntonio,Seattle,26.0,22.0,18.0,19.0,25.0,21.0,17.0,25.0,85.0,88.0,194.5,191.5,-8.5,8.5,-7.0,7.0,-300.0,250.0,95.0,-3.5,3.5
663,2007-12-09,NewYork,LALakers,29.0,32.0,26.0,22.0,28.0,30.0,27.0,35.0,109.0,120.0,206.5,207.5,9.5,-9.5,9.0,-9.0,410.0,-510.0,105.5,8.0,-8.0
